,value,value,value,value,value,value,value,value
5899,84.0,64.0,71.0,58.0,91.0,97.0,80.0,77
5900,83.0,64.0,70.0,63.0,93.0,96.0,83.0,78
5901,85.0,65.0,68.0,64.0,94.0,97.0,80.0,79
5902,87.0,65.0,67.0,62.0,95.0,101.0,81.0,80
5903,88.0,64.0,68.0,59.0,95.0,100.0,80.0,82
5904,89.0,65.0,65.0,60.0,94.0,99.0,78.0,83
5905,90.0,65.0,58.0,59.0,92.0,98.0,77.0,82
5906,89.0,65.0,60.0,58.0,91.0,100.0,78.0,84
5907,88.0,65.0,62.0,57.0,90.0,99.0,80.0,85
5908,86.0,66.0,61.0,57.0,88.0,98.0,79.0,86
5909,84.0,65.0,60.0,58.0,87.0,97.0,80.0,85
5910,80.0,66.0,62.0,58.0,88.0,96.0,87.0,84
5911,77.0,67.0,61.0,58.0,88.0,97.0,96.0,83
5912,78.0,66.0,61.0,57.0,89.0,97.0,97.0,84
5913,79.0,65.0,60.0,57.0,88.0,95.0,97.0,85
5914,78.0,65.0,61.0,58.0,87.0,92.0,94.0,85
5915,79.0,65.0,60.0,58.0,93.0,88.0,93.0,84
5916,81.0,64.0,59.0,59.0,95.0,87.0,94.0,83
5917,82.0,65.0,58.0,58.0,92.0,87.0,95.0,87
5918,83.0,66.0,57.0,58.0,88.0,88.0,96.0,85
5919,82.0,66.0,58.0,59.0,85.0,89.0,95.0,84
5920,85.0,65.0,59.0,61.0,79.0,88.0,94.0,83
5921,87.0,66.0,60.0,62.0,77.0,86.0,97.0,84
5922,82.0,66.0,61.0,63.0,75.0,85.0,98.0,84
5923,85.0,67.0,62.0,64.0,77.0,87.0,99.0,85
5924,86.0,67.0,64.0,66.0,80.0,89.0,98.0,84
5925,87.0,66.0,65.0,65.0,82.0,89.0,100.0,85
5926,91.0,65.0,67.0,63.0,83.0,90.0,95.0,86
5927,90.0,64.0,68.0,59.0,82.0,91.0,97.0,87
5928,89.0,64.0,69.0,56.0,79.0,95.0,99.0,88
5929,90.0,65.0,70.0,57.0,80.0,94.0,99.0,89
5930,89.0,66.0,68.0,55.0,81.0,93.0,98.0,90
5931,90.0,65.0,67.0,53.0,81.0,94.0,98.0,88
5932,70.0,62.0,69.0,54.0,89.0,95.0,99.0,87
5933,75.0,62.0,71.0,56.0,97.0,95.0,103.0,85
5934,72.0,64.0,70.0,56.0,99.0,94.0,105.0,82
5935,71.0,65.0,71.0,56.0,98.0,95.0,111.0,77
5936,70.0,66.0,69.0,58.0,96.0,97.0,113.0,75
5937,66.0,65.0,68.0,58.0,95.0,98.0,113.0,76
5938,66.0,65.0,67.0,58.0,94.0,97.0,110.0,77
5939,66.0,66.0,67.0,58.0,94.0,96.0,107.0,78
5940,67.0,67.0,66.0,56.0,95.0,95.0,105.0,78
5941,66.0,68.0,67.0,56.0,96.0,96.0,108.0,79
5942,70.0,67.0,67.0,56.0,92.0,95.0,107.0,80
5943,70.0,62.0,67.0,58.0,87.0,94.0,108.0,78
5944,68.0,61.0,66.0,59.0,86.0,93.0,109.0,77
5945,73.0,62.0,66.0,60.0,85.0,91.0,108.0,78
5946,72.0,63.0,67.0,61.0,87.0,90.0,107.0,77
5947,73.0,64.0,68.0,62.0,88.0,91.0,104.0,77
5948,71.0,65.0,69.0,61.0,89.0,92.0,103.0,77
5949,70.0,65.0,68.0,60.0,86.0,93.0,102.0,76
5950,72.0,65.0,67.0,59.0,84.0,96.0,102.0,77
5951,73.0,64.0,66.0,58.0,79.0,100.0,103.0,78
5952,76.0,63.0,67.0,57.0,77.0,103.0,105.0,78
5953,77.0,62.0,69.0,58.0,76.0,101.0,107.0,79
5954,78.0,61.0,68.0,59.0,75.0,99.0,111.0,80
5955,78.0,62.0,67.0,56.0,76.0,97.0,113.0,81
5956,78.0,64.0,68.0,57.0,75.0,97.0,116.0,81
5957,80.0,66.0,68.0,58.0,76.0,98.0,117.0,82
5958,81.0,64.0,66.0,58.0,74.0,96.0,115.0,83
5959,82.0,65.0,68.0,57.0,73.0,98.0,112.0,85
5960,81.0,64.0,70.0,56.0,72.0,102.0,111.0,86
5961,80.0,64.0,71.0,57.0,70.0,103.0,110.0,88
5962,76.0,64.0,70.0,56.0,71.0,104.0,109.0,89
5963,75.0,64.0,72.0,56.0,72.0,103.0,105.0,90
5964,78.0,65.0,73.0,56.0,73.0,107.0,107.0,89
5965,77.0,65.0,72.0,56.0,72.0,106.0,108.0,88
5966,78.0,65.0,73.0,56.0,70.0,105.0,107.0,86
5967,80.0,67.0,74.0,56.0,69.0,100.0,105.0,88
5968,80.0,69.0,76.0,57.0,70.0,96.0,102.0,90
5969,83.0,68.0,77.0,58.0,71.0,95.0,101.0,89
5970,88.0,67.0,77.0,59.0,70.0,93.0,100.0,88
5971,91.0,66.0,78.0,60.0,69.0,91.0,98.0,87
5972,90.0,64.0,80.0,61.0,67.0,92.0,93.0,86
5973,88.0,67.0,83.0,62.0,68.0,90.0,89.0,85
5974,90.0,69.0,81.0,64.0,68.0,86.0,87.0,83
5975,87.0,65.0,80.0,65.0,69.0,83.0,89.0,82
5976,84.0,64.0,78.0,63.0,71.0,80.0,91.0,83
5977,81.0,67.0,80.0,62.0,72.0,81.0,88.0,82
5978,78.0,67.0,81.0,62.0,73.0,84.0,85.0,81
5979,76.0,66.0,83.0,61.0,74.0,85.0,82.0,80
5980,75.0,66.0,84.0,60.0,75.0,82.0,80.0,80
5981,75.0,66.0,88.0,60.0,74.0,79.0,82.0,80
5982,76.0,66.0,90.0,62.0,73.0,78.0,83.0,81
5983,77.0,67.0,92.0,61.0,72.0,79.0,86.0,80
5984,76.0,67.0,70.0,60.0,70.0,81.0,89.0,80
5985,75.0,66.0,70.0,61.0,68.0,82.0,91.0,80
5986,76.0,67.0,63.0,60.0,67.0,83.0,89.0,81
5987,77.0,66.0,64.0,61.0,66.0,84.0,83.0,83
5988,78.0,65.0,64.0,60.0,64.0,83.0,84.0,83
5989,80.0,64.0,67.0,59.0,63.0,84.0,85.0,83
5990,83.0,70.0,69.0,59.0,63.0,85.0,84.0,83
5991,84.0,74.0,68.0,60.0,64.0,87.0,86.0,82
5992,83.0,71.0,66.0,62.0,65.0,86.0,85.0,82
5993,82.0,67.0,65.0,62.0,67.0,88.0,84.0,82
5994,81.0,65.0,65.0,63.0,69.0,90.0,84.0,84
5995,78.0,62.0,66.0,65.0,70.0,91.0,83.0,85
5996,74.0,61.0,67.0,67.0,69.0,92.0,84.0,84
5997,73.0,61.0,68.0,68.0,70.0,93.0,85.0,82
5998,74.0,61.0,65.0,70.0,71.0,94.0,87.0,81
5999,76.0,63.0,64.0,71.0,70.0,93.0,88.0,81
6000,77.0,64.0,63.0,72.0,70.0,93.0,90.0,82
6001,78.0,64.0,60.0,71.0,72.0,92.0,91.0,81
6002,79.0,64.0,60.0,70.0,73.0,95.0,86.0,81
6003,77.0,64.0,62.0,68.0,71.0,96.0,74.0,82
6004,75.0,64.0,63.0,65.0,70.0,97.0,75.0,83
6005,76.0,65.0,62.0,64.0,71.0,97.0,76.0,84
6006,77.0,66.0,62.0,65.0,70.0,96.0,76.0,85
6007,79.0,65.0,63.0,66.0,68.0,95.0,77.0,86
6008,77.0,63.0,63.0,67.0,67.0,93.0,78.0,85
6009,75.0,60.0,63.0,69.0,66.0,91.0,79.0,86
6010,74.0,59.0,62.0,70.0,67.0,90.0,81.0,85
6011,75.0,60.0,62.0,69.0,69.0,91.0,80.0,85
6012,76.0,62.0,62.0,69.0,69.0,90.0,78.0,84
6013,76.0,65.0,62.0,68.0,67.0,91.0,76.0,84
6014,77.0,64.0,63.0,67.0,68.0,89.0,74.0,83
6015,80.0,64.0,65.0,66.0,65.0,88.0,71.0,84
6016,81.0,64.0,66.0,64.0,63.0,89.0,72.0,83
6017,82.0,67.0,67.0,65.0,62.0,90.0,71.0,83
6018,81.0,69.0,68.0,64.0,61.0,91.0,71.0,82
6019,80.0,68.0,64.0,65.0,62.0,92.0,72.0,83
6020,78.0,68.0,61.0,65.0,62.0,95.0,71.0,85
6021,77.0,68.0,60.0,64.0,64.0,97.0,69.0,84
6022,77.0,65.0,59.0,65.0,64.0,97.0,68.0,84
6023,78.0,63.0,58.0,64.0,65.0,99.0,67.0,86
6024,77.0,62.0,59.0,63.0,65.0,97.0,69.0,87
6025,76.0,62.0,61.0,58.0,66.0,95.0,71.0,88
6026,76.0,63.0,62.0,59.0,69.0,94.0,72.0,89
6027,75.0,66.0,63.0,58.0,70.0,93.0,70.0,88
6028,78.0,66.0,63.0,59.0,68.0,91.0,70.0,86
6029,76.0,65.0,62.0,59.0,66.0,90.0,69.0,84
6030,76.0,65.0,61.0,60.0,67.0,89.0,70.0,84
6031,77.0,66.0,62.0,59.0,67.0,89.0,72.0,85
6032,76.0,66.0,61.0,57.0,68.0,89.0,72.0,86
6033,74.0,67.0,61.0,56.0,79.0,87.0,71.0,86
6034,73.0,66.0,63.0,58.0,89.0,85.0,72.0,85
6035,74.0,65.0,63.0,59.0,92.0,84.0,72.0,84
6036,73.0,65.0,63.0,60.0,95.0,82.0,73.0,83
6037,74.0,65.0,64.0,59.0,98.0,83.0,72.0,83
6038,75.0,66.0,63.0,59.0,101.0,82.0,69.0,82
6039,76.0,66.0,64.0,60.0,104.0,83.0,68.0,81
6040,76.0,64.0,66.0,61.0,105.0,85.0,67.0,80
6041,74.0,64.0,64.0,62.0,108.0,83.0,66.0,79
6042,73.0,65.0,63.0,63.0,109.0,85.0,65.0,80
6043,71.0,65.0,62.0,64.0,110.0,82.0,64.0,79
6044,69.0,65.0,61.0,63.0,113.0,81.0,63.0,78
6045,71.0,68.0,60.0,62.0,116.0,82.0,64.0,79
6046,70.0,69.0,59.0,61.0,114.0,81.0,65.0,80
6047,72.0,70.0,58.0,61.0,110.0,80.0,66.0,82
6048,74.0,69.0,56.0,62.0,107.0,80.0,67.0,83
6049,73.0,68.0,58.0,63.0,106.0,81.0,67.0,86
6050,71.0,66.0,59.0,62.0,105.0,80.0,68.0,88
6051,76.0,65.0,62.0,61.0,107.0,81.0,69.0,87
6052,84.0,65.0,63.0,61.0,102.0,82.0,70.0,85
6053,85.0,64.0,63.0,64.0,98.0,82.0,72.0,83
6054,84.0,63.0,64.0,66.0,101.0,83.0,73.0,82
6055,83.0,64.0,69.0,66.0,103.0,84.0,72.0,83
6056,84.0,65.0,77.0,63.0,100.0,81.0,71.0,85
6057,86.0,66.0,79.0,62.0,99.0,80.0,70.0,86
6058,86.0,66.0,78.0,62.0,100.0,78.0,69.0,85
6059,85.0,67.0,77.0,63.0,101.0,76.0,66.0,85
6060,83.0,67.0,76.0,64.0,102.0,75.0,65.0,85
6061,82.0,67.0,76.0,62.0,101.0,76.0,65.0,69
6062,81.0,65.0,76.0,61.0,103.0,76.0,65.0,67
6063,80.0,65.0,76.0,59.0,107.0,78.0,66.0,67
6064,81.0,66.0,76.0,57.0,109.0,79.0,67.0,67
6065,79.0,65.0,77.0,58.0,106.0,78.0,68.0,69
6066,80.0,65.0,78.0,58.0,107.0,72.0,67.0,68
6067,81.0,65.0,78.0,58.0,111.0,73.0,69.0,70
6068,82.0,65.0,78.0,58.0,115.0,74.0,70.0,72
6069,80.0,64.0,77.0,57.0,116.0,71.0,71.0,73
6070,81.0,65.0,76.0,55.0,117.0,64.0,70.0,73
6071,80.0,67.0,74.0,55.0,114.0,63.0,68.0,74
6072,79.0,64.0,75.0,56.0,111.0,63.0,70.0,80
6073,78.0,62.0,76.0,56.0,109.0,64.0,72.0,85
6074,77.0,62.0,75.0,57.0,108.0,65.0,74.0,86
6075,75.0,63.0,78.0,57.0,111.0,67.0,73.0,87
6076,74.0,71.0,77.0,58.0,112.0,68.0,72.0,87
6077,73.0,65.0,77.0,57.0,114.0,67.0,71.0,87
6078,74.0,62.0,75.0,58.0,113.0,66.0,70.0,88
6079,77.0,62.0,73.0,58.0,110.0,67.0,70.0,89
6080,79.0,64.0,72.0,59.0,108.0,70.0,73.0,91
6081,81.0,65.0,70.0,60.0,107.0,75.0,73.0,92
6082,82.0,65.0,67.0,59.0,105.0,79.0,74.0,93
6083,84.0,66.0,61.0,61.0,106.0,81.0,72.0,94
6084,86.0,67.0,59.0,62.0,104.0,84.0,73.0,95
6085,85.0,68.0,63.0,63.0,104.0,86.0,75.0,97
6086,81.0,67.0,62.0,64.0,102.0,89.0,77.0,99
6087,77.0,64.0,60.0,65.0,98.0,86.0,74.0,100
6088,75.0,61.0,60.0,63.0,98.0,89.0,73.0,101
6089,75.0,61.0,60.0,57.0,96.0,94.0,74.0,102
6090,74.0,62.0,61.0,53.0,94.0,97.0,75.0,104
6091,73.0,64.0,60.0,52.0,94.0,95.0,76.0,106
6092,74.0,66.0,58.0,52.0,96.0,94.0,77.0,107
6093,73.0,67.0,59.0,53.0,96.0,93.0,79.0,106
6094,72.0,64.0,60.0,54.0,96.0,95.0,78.0,103
6095,70.0,60.0,60.0,55.0,95.0,98.0,77.0,102
6096,69.0,60.0,60.0,53.0,98.0,96.0,74.0,102
6097,70.0,61.0,61.0,54.0,100.0,95.0,70.0,102
6098,72.0,62.0,59.0,55.0,104.0,96.0,70.0,101
6099,74.0,61.0,58.0,56.0,107.0,98.0,70.0,100
6100,72.0,60.0,59.0,57.0,109.0,99.0,72.0,99
6101,71.0,61.0,59.0,59.0,109.0,100.0,72.0,97
6102,72.0,62.0,61.0,60.0,110.0,99.0,70.0,95
6103,73.0,61.0,64.0,61.0,107.0,97.0,71.0,93
6104,72.0,57.0,64.0,62.0,104.0,95.0,72.0,93
6105,73.0,55.0,63.0,62.0,103.0,93.0,71.0,94
6106,72.0,57.0,62.0,61.0,96.0,93.0,72.0,94
6107,74.0,64.0,61.0,59.0,85.0,92.0,73.0,94
6108,76.0,64.0,62.0,58.0,84.0,91.0,75.0,95
6109,77.0,61.0,61.0,59.0,85.0,93.0,76.0,96
6110,76.0,59.0,60.0,58.0,84.0,93.0,75.0,97
6111,79.0,59.0,59.0,59.0,84.0,95.0,74.0,95
6112,80.0,60.0,59.0,60.0,84.0,97.0,73.0,95
6113,77.0,61.0,60.0,61.0,77.0,96.0,72.0,92
6114,74.0,63.0,62.0,60.0,78.0,93.0,72.0,87
6115,74.0,63.0,62.0,58.0,78.0,84.0,71.0,88
6116,73.0,63.0,62.0,58.0,79.0,77.0,70.0,87
6117,74.0,64.0,72.0,59.0,80.0,78.0,70.0,88
6118,73.0,63.0,76.0,60.0,80.0,78.0,69.0,86
6119,72.0,64.0,86.0,59.0,81.0,76.0,71.0,86
6120,71.0,63.0,88.0,60.0,83.0,75.0,74.0,85
6121,72.0,63.0,89.0,59.0,84.0,76.0,79.0,82
6122,76.0,63.0,88.0,59.0,88.0,77.0,75.0,83
6123,78.0,63.0,87.0,60.0,90.0,70.0,77.0,84
6124,79.0,64.0,84.0,59.0,97.0,66.0,78.0,83
6125,80.0,63.0,82.0,59.0,96.0,65.0,76.0,82
6126,81.0,62.0,80.0,60.0,95.0,60.0,77.0,81
6127,82.0,62.0,79.0,61.0,91.0,53.0,78.0,80
6128,81.0,62.0,80.0,62.0,89.0,52.0,79.0,79
6129,81.0,62.0,81.0,64.0,90.0,53.0,78.0,78
6130,79.0,61.0,80.0,65.0,90.0,54.0,77.0,79
6131,80.0,61.0,80.0,66.0,90.0,56.0,78.0,80
6132,81.0,61.0,81.0,67.0,89.0,58.0,79.0,80
6133,79.0,59.0,82.0,67.0,88.0,60.0,81.0,80
6134,78.0,61.0,82.0,79.0,86.0,61.0,80.0,80
6135,78.0,62.0,82.0,83.0,83.0,61.0,77.0,78
6136,79.0,64.0,81.0,84.0,82.0,62.0,76.0,78
6137,80.0,65.0,80.0,82.0,81.0,64.0,77.0,79
6138,81.0,65.0,79.0,79.0,82.0,65.0,78.0,78
6139,81.0,66.0,79.0,77.0,82.0,66.0,79.0,78
6140,80.0,66.0,77.0,76.0,82.0,69.0,80.0,80
6141,78.0,64.0,76.0,79.0,81.0,67.0,81.0,79
6142,77.0,63.0,74.0,82.0,82.0,68.0,82.0,80
6143,76.0,65.0,73.0,80.0,83.0,68.0,81.0,81
6144,74.0,65.0,72.0,78.0,84.0,67.0,80.0,80
6145,73.0,64.0,72.0,77.0,86.0,65.0,79.0,80
6146,74.0,65.0,74.0,73.0,86.0,64.0,78.0,79
6147,75.0,64.0,74.0,65.0,85.0,61.0,77.0,78
6148,76.0,66.0,75.0,67.0,83.0,60.0,76.0,78
6149,76.0,70.0,75.0,69.0,81.0,59.0,78.0,80
6150,77.0,71.0,75.0,70.0,80.0,60.0,80.0,78
6151,76.0,71.0,76.0,72.0,79.0,61.0,78.0,77
6152,75.0,66.0,77.0,70.0,78.0,60.0,78.0,76
6153,72.0,63.0,76.0,69.0,79.0,59.0,78.0,77
6154,71.0,63.0,76.0,68.0,80.0,57.0,77.0,76
6155,73.0,64.0,75.0,65.0,82.0,57.0,77.0,77
6156,76.0,67.0,74.0,64.0,83.0,57.0,77.0,76
6157,77.0,69.0,73.0,61.0,83.0,59.0,76.0,75
6158,77.0,67.0,73.0,60.0,84.0,60.0,75.0,76
6159,78.0,65.0,73.0,62.0,83.0,59.0,74.0,77
6160,76.0,61.0,74.0,60.0,84.0,60.0,75.0,78
6161,73.0,62.0,75.0,59.0,84.0,60.0,76.0,78
6162,74.0,61.0,76.0,60.0,83.0,60.0,76.0,79
6163,75.0,64.0,75.0,62.0,81.0,59.0,77.0,80
6164,77.0,65.0,76.0,61.0,82.0,60.0,77.0,82
6165,78.0,65.0,77.0,59.0,85.0,61.0,77.0,84
6166,79.0,69.0,77.0,57.0,86.0,60.0,78.0,85
6167,79.0,71.0,77.0,56.0,88.0,60.0,77.0,85
6168,80.0,67.0,78.0,55.0,90.0,60.0,75.0,87
6169,80.0,64.0,77.0,56.0,92.0,60.0,74.0,86
6170,81.0,63.0,77.0,55.0,91.0,60.0,74.0,85
6171,83.0,63.0,76.0,57.0,92.0,60.0,75.0,83
6172,84.0,62.0,74.0,58.0,96.0,61.0,76.0,81
6173,83.0,62.0,75.0,57.0,99.0,62.0,75.0,80
6174,84.0,62.0,75.0,59.0,102.0,62.0,74.0,81
6175,83.0,65.0,76.0,57.0,103.0,63.0,72.0,84
6176,82.0,66.0,75.0,57.0,102.0,66.0,73.0,85
6177,82.0,67.0,75.0,57.0,100.0,67.0,74.0,85
6178,81.0,66.0,75.0,58.0,99.0,68.0,75.0,86
6179,81.0,60.0,74.0,57.0,98.0,69.0,76.0,85
6180,82.0,60.0,73.0,55.0,98.0,68.0,75.0,85
6181,84.0,61.0,74.0,55.0,99.0,69.0,76.0,85
6182,86.0,62.0,76.0,55.0,95.0,68.0,75.0,86
6183,87.0,62.0,79.0,54.0,91.0,66.0,76.0,86
6184,88.0,64.0,80.0,54.0,92.0,67.0,77.0,87
6185,91.0,65.0,80.0,58.0,94.0,68.0,78.0,85
6186,93.0,67.0,76.0,57.0,97.0,69.0,78.0,84
6187,94.0,66.0,74.0,56.0,100.0,70.0,79.0,84
6188,96.0,63.0,74.0,55.0,100.0,72.0,80.0,83
6189,99.0,62.0,75.0,56.0,99.0,72.0,79.0,82
6190,100.0,62.0,76.0,56.0,101.0,73.0,76.0,82
6191,95.0,65.0,77.0,56.0,102.0,72.0,75.0,83
6192,94.0,69.0,77.0,57.0,106.0,73.0,74.0,84
6193,93.0,73.0,76.0,58.0,100.0,70.0,75.0,83
6194,95.0,66.0,74.0,59.0,97.0,70.0,74.0,83
6195,98.0,61.0,65.0,58.0,91.0,72.0,75.0,83
6196,99.0,59.0,66.0,57.0,98.0,74.0,76.0,83
6197,98.0,61.0,72.0,56.0,97.0,75.0,76.0,83
6198,95.0,64.0,76.0,57.0,102.0,68.0,76.0,80
6199,93.0,66.0,76.0,57.0,106.0,66.0,77.0,78
6200,92.0,66.0,78.0,56.0,104.0,65.0,77.0,77
6201,93.0,65.0,78.0,57.0,100.0,64.0,77.0,80
6202,94.0,64.0,79.0,56.0,101.0,65.0,77.0,79
6203,95.0,63.0,77.0,56.0,103.0,66.0,76.0,78
6204,95.0,62.0,76.0,57.0,104.0,68.0,75.0,77
6205,95.0,63.0,75.0,58.0,106.0,67.0,74.0,76
6206,94.0,64.0,76.0,59.0,106.0,66.0,75.0,75
6207,93.0,65.0,75.0,60.0,106.0,65.0,75.0,74
6208,92.0,64.0,76.0,61.0,105.0,64.0,74.0,73
6209,92.0,64.0,77.0,62.0,104.0,63.0,73.0,72
6210,96.0,66.0,76.0,65.0,103.0,64.0,72.0,73
6211,98.0,67.0,75.0,68.0,102.0,65.0,73.0,73
6212,97.0,65.0,74.0,70.0,97.0,66.0,74.0,74
6213,97.0,61.0,73.0,73.0,95.0,67.0,75.0,76
6214,95.0,62.0,73.0,75.0,97.0,66.0,76.0,77
6215,91.0,63.0,72.0,74.0,98.0,67.0,77.0,75
6216,91.0,64.0,73.0,73.0,97.0,68.0,78.0,74
6217,91.0,64.0,74.0,71.0,96.0,70.0,78.0,74
6218,89.0,65.0,75.0,68.0,92.0,71.0,79.0,75
6219,89.0,66.0,76.0,63.0,92.0,70.0,78.0,72
6220,80.0,63.0,80.0,59.0,91.0,69.0,78.0,73
6221,79.0,64.0,81.0,58.0,91.0,69.0,79.0,73
6222,78.0,65.0,79.0,58.0,90.0,68.0,80.0,74
6223,77.0,66.0,78.0,59.0,91.0,67.0,81.0,75
6224,77.0,67.0,78.0,59.0,90.0,68.0,80.0,76
6225,75.0,64.0,78.0,57.0,91.0,67.0,79.0,78
6226,73.0,63.0,78.0,56.0,93.0,67.0,78.0,77
6227,72.0,64.0,77.0,56.0,94.0,67.0,79.0,76
6228,71.0,65.0,76.0,55.0,94.0,68.0,80.0,75
6229,68.0,66.0,75.0,55.0,95.0,70.0,79.0,74
6230,66.0,67.0,74.0,56.0,96.0,71.0,76.0,76
6231,65.0,68.0,73.0,58.0,98.0,72.0,75.0,78
6232,66.0,69.0,74.0,59.0,97.0,71.0,76.0,77
6233,67.0,72.0,76.0,60.0,99.0,70.0,75.0,76
6234,69.0,69.0,75.0,61.0,100.0,68.0,74.0,76
6235,70.0,69.0,76.0,62.0,103.0,69.0,75.0,76
6236,72.0,70.0,75.0,63.0,105.0,69.0,76.0,76
6237,71.0,69.0,75.0,62.0,109.0,72.0,77.0,75
6238,70.0,70.0,75.0,61.0,111.0,71.0,78.0,74
6239,67.0,69.0,76.0,60.0,108.0,69.0,77.0,74
6240,66.0,70.0,76.0,58.0,109.0,67.0,79.0,77
6241,66.0,69.0,76.0,57.0,111.0,66.0,81.0,76
6242,67.0,66.0,75.0,56.0,113.0,68.0,83.0,77
6243,69.0,65.0,74.0,55.0,114.0,70.0,87.0,78
6244,69.0,65.0,74.0,54.0,113.0,69.0,87.0,80
6245,70.0,66.0,74.0,53.0,112.0,69.0,88.0,80
6246,71.0,65.0,75.0,54.0,111.0,70.0,89.0,77
6247,70.0,61.0,73.0,55.0,114.0,72.0,89.0,78
6248,63.0,60.0,72.0,56.0,117.0,73.0,88.0,79
6249,60.0,61.0,72.0,55.0,114.0,72.0,89.0,79
6250,62.0,62.0,72.0,56.0,112.0,71.0,90.0,77
6251,64.0,63.0,72.0,57.0,108.0,72.0,90.0,76
6252,68.0,64.0,72.0,58.0,100.0,72.0,91.0,75
6253,70.0,64.0,72.0,60.0,100.0,73.0,92.0,74
6254,70.0,65.0,72.0,62.0,100.0,74.0,91.0,69
6255,68.0,65.0,73.0,63.0,95.0,73.0,90.0,64
6256,69.0,63.0,73.0,65.0,86.0,72.0,89.0,65
6257,70.0,61.0,74.0,66.0,85.0,71.0,90.0,66
6258,69.0,60.0,75.0,67.0,84.0,72.0,91.0,67
6259,68.0,61.0,76.0,66.0,84.0,73.0,91.0,67
6260,67.0,61.0,77.0,64.0,82.0,72.0,92.0,68
6261,68.0,62.0,78.0,63.0,79.0,70.0,94.0,70
6262,69.0,62.0,78.0,61.0,78.0,71.0,95.0,72
6263,68.0,61.0,78.0,62.0,79.0,71.0,96.0,72
6264,69.0,62.0,77.0,60.0,77.0,70.0,95.0,71
6265,71.0,62.0,75.0,59.0,76.0,72.0,89.0,71
6266,71.0,62.0,75.0,57.0,77.0,74.0,80.0,72
6267,72.0,62.0,74.0,56.0,76.0,75.0,79.0,74
6268,71.0,62.0,75.0,56.0,76.0,74.0,80.0,73
6269,70.0,63.0,76.0,56.0,74.0,75.0,85.0,72
6270,71.0,63.0,78.0,56.0,75.0,74.0,87.0,74
6271,71.0,63.0,79.0,57.0,74.0,72.0,86.0,75
6272,72.0,63.0,79.0,58.0,73.0,70.0,83.0,74
6273,73.0,64.0,78.0,58.0,73.0,69.0,81.0,74
6274,72.0,63.0,77.0,59.0,75.0,71.0,82.0,74
6275,72.0,62.0,76.0,60.0,80.0,73.0,82.0,73
6276,71.0,62.0,75.0,59.0,79.0,73.0,81.0,74
6277,70.0,62.0,76.0,61.0,80.0,74.0,78.0,76
6278,69.0,62.0,75.0,60.0,78.0,74.0,77.0,76
6279,68.0,63.0,76.0,59.0,75.0,75.0,76.0,80
6280,67.0,64.0,75.0,58.0,74.0,75.0,78.0,80
6281,66.0,65.0,76.0,57.0,75.0,74.0,79.0,82
6282,67.0,64.0,78.0,57.0,74.0,72.0,80.0,81
6283,68.0,63.0,79.0,58.0,73.0,73.0,80.0,87
6284,69.0,62.0,80.0,58.0,74.0,74.0,80.0,91
6285,70.0,63.0,81.0,59.0,75.0,76.0,81.0,91
6286,69.0,63.0,81.0,59.0,75.0,77.0,83.0,92
6287,70.0,62.0,82.0,57.0,77.0,80.0,84.0,93
6288,70.0,62.0,83.0,57.0,80.0,81.0,82.0,96
6289,71.0,63.0,81.0,55.0,79.0,82.0,80.0,99
6290,71.0,64.0,85.0,54.0,78.0,82.0,78.0,100
6291,70.0,63.0,84.0,54.0,79.0,81.0,80.0,101
6292,71.0,62.0,81.0,55.0,78.0,80.0,80.0,102
6293,73.0,63.0,80.0,55.0,81.0,77.0,82.0,105
6294,76.0,63.0,80.0,56.0,79.0,75.0,85.0,108
6295,76.0,64.0,81.0,57.0,80.0,76.0,91.0,109
6296,77.0,66.0,79.0,58.0,81.0,78.0,92.0,111
6297,76.0,63.0,78.0,59.0,82.0,78.0,89.0,110
6298,78.0,61.0,76.0,61.0,82.0,78.0,89.0,109
6299,80.0,59.0,75.0,62.0,85.0,77.0,87.0,108
6300,81.0,60.0,76.0,63.0,86.0,78.0,83.0,107
6301,81.0,61.0,75.0,64.0,86.0,77.0,80.0,105
6302,81.0,63.0,76.0,63.0,86.0,76.0,77.0,104
6303,81.0,63.0,76.0,62.0,87.0,74.0,77.0,103
6304,81.0,64.0,75.0,59.0,87.0,72.0,78.0,103
6305,86.0,64.0,74.0,57.0,86.0,74.0,77.0,104
6306,86.0,63.0,75.0,56.0,86.0,77.0,78.0,103
6307,84.0,63.0,76.0,57.0,87.0,82.0,77.0,102
6308,82.0,62.0,77.0,57.0,86.0,83.0,77.0,103
6309,83.0,63.0,78.0,60.0,83.0,84.0,79.0,102
6310,82.0,64.0,77.0,61.0,84.0,84.0,77.0,101
6311,81.0,63.0,78.0,59.0,85.0,83.0,77.0,98
6312,80.0,64.0,79.0,59.0,98.0,81.0,78.0,96
6313,81.0,67.0,79.0,60.0,109.0,79.0,79.0,95
6314,82.0,69.0,79.0,60.0,116.0,80.0,79.0,96
6315,83.0,70.0,79.0,60.0,120.0,83.0,79.0,96
6316,83.0,68.0,80.0,63.0,123.0,91.0,78.0,97
6317,83.0,67.0,81.0,64.0,124.0,90.0,77.0,96
6318,83.0,63.0,80.0,66.0,128.0,80.0,75.0,97
6319,84.0,63.0,77.0,68.0,127.0,63.0,73.0,98
6320,90.0,64.0,78.0,71.0,125.0,66.0,74.0,98
6321,92.0,64.0,77.0,74.0,124.0,67.0,74.0,96
