,value,value,value,value,value,value,value,value
1600,49.0,49.0,44.0,50.0,53.0,53.0,43.0,58
1601,47.0,48.0,45.0,49.0,54.0,51.0,44.0,57
1602,48.0,47.0,44.0,48.0,55.0,52.0,45.0,55
1603,49.0,46.0,45.0,48.0,57.0,52.0,44.0,53
1604,50.0,45.0,44.0,49.0,58.0,54.0,45.0,52
1605,51.0,44.0,44.0,48.0,59.0,53.0,49.0,52
1606,51.0,43.0,43.0,49.0,57.0,50.0,48.0,52
1607,49.0,44.0,44.0,50.0,56.0,50.0,46.0,51
1608,49.0,46.0,44.0,51.0,55.0,51.0,45.0,50
1609,48.0,45.0,43.0,50.0,54.0,52.0,44.0,49
1610,48.0,44.0,44.0,50.0,53.0,51.0,43.0,50
1611,49.0,44.0,43.0,51.0,54.0,52.0,43.0,51
1612,50.0,43.0,44.0,50.0,57.0,51.0,43.0,50
1613,49.0,42.0,44.0,49.0,56.0,52.0,42.0,51
1614,48.0,41.0,44.0,50.0,55.0,51.0,43.0,49
1615,49.0,42.0,45.0,50.0,54.0,52.0,43.0,51
1616,49.0,44.0,44.0,48.0,53.0,53.0,42.0,54
1617,51.0,46.0,43.0,49.0,54.0,51.0,42.0,53
1618,52.0,48.0,46.0,50.0,54.0,51.0,44.0,53
1619,51.0,49.0,46.0,48.0,55.0,50.0,43.0,52
1620,52.0,47.0,44.0,47.0,56.0,52.0,43.0,51
1621,51.0,46.0,44.0,47.0,56.0,53.0,42.0,51
1622,52.0,45.0,44.0,49.0,54.0,51.0,43.0,53
1623,53.0,44.0,46.0,50.0,52.0,49.0,43.0,52
1624,54.0,43.0,47.0,49.0,54.0,50.0,42.0,48
1625,55.0,43.0,46.0,50.0,54.0,51.0,42.0,50
1626,56.0,43.0,45.0,51.0,53.0,50.0,43.0,52
1627,57.0,45.0,45.0,51.0,54.0,51.0,42.0,54
1628,56.0,46.0,54.0,49.0,52.0,53.0,42.0,56
1629,57.0,45.0,57.0,47.0,51.0,59.0,42.0,58
1630,59.0,45.0,52.0,47.0,52.0,63.0,42.0,60
1631,60.0,46.0,50.0,48.0,54.0,59.0,42.0,58
1632,59.0,45.0,47.0,47.0,53.0,51.0,42.0,57
1633,58.0,44.0,46.0,48.0,55.0,49.0,41.0,56
1634,55.0,46.0,45.0,47.0,53.0,50.0,42.0,57
1635,53.0,47.0,44.0,48.0,53.0,48.0,42.0,56
1636,51.0,48.0,44.0,47.0,54.0,47.0,43.0,55
1637,51.0,50.0,43.0,48.0,55.0,48.0,42.0,54
1638,51.0,54.0,44.0,47.0,54.0,47.0,43.0,53
1639,52.0,52.0,46.0,48.0,55.0,46.0,42.0,52
1640,52.0,50.0,47.0,49.0,53.0,47.0,42.0,53
1641,50.0,49.0,46.0,50.0,52.0,48.0,43.0,56
1642,49.0,49.0,45.0,49.0,53.0,49.0,43.0,58
1643,50.0,48.0,44.0,48.0,52.0,49.0,42.0,59
1644,49.0,48.0,44.0,49.0,53.0,50.0,42.0,71
1645,48.0,45.0,43.0,48.0,55.0,48.0,43.0,79
1646,47.0,44.0,44.0,49.0,56.0,49.0,43.0,78
1647,50.0,45.0,43.0,49.0,57.0,48.0,43.0,76
1648,51.0,45.0,43.0,49.0,55.0,48.0,42.0,74
1649,50.0,45.0,44.0,49.0,53.0,49.0,42.0,71
1650,49.0,45.0,45.0,50.0,54.0,48.0,41.0,67
1651,48.0,44.0,44.0,51.0,56.0,49.0,42.0,63
1652,47.0,44.0,44.0,49.0,55.0,48.0,43.0,58
1653,47.0,45.0,43.0,47.0,55.0,49.0,42.0,55
1654,49.0,45.0,44.0,47.0,56.0,50.0,42.0,54
1655,50.0,45.0,44.0,47.0,65.0,50.0,42.0,51
1656,48.0,46.0,45.0,48.0,70.0,49.0,41.0,45
1657,47.0,47.0,44.0,48.0,68.0,49.0,41.0,47
1658,49.0,47.0,44.0,48.0,64.0,48.0,42.0,51
1659,53.0,48.0,45.0,48.0,59.0,49.0,42.0,50
1660,50.0,47.0,45.0,49.0,58.0,50.0,42.0,49
1661,47.0,46.0,44.0,49.0,55.0,49.0,42.0,48
1662,46.0,45.0,45.0,48.0,54.0,48.0,42.0,47
1663,47.0,45.0,45.0,48.0,53.0,48.0,42.0,50
1664,48.0,46.0,45.0,48.0,50.0,49.0,41.0,48
1665,50.0,45.0,44.0,49.0,51.0,48.0,41.0,46
1666,51.0,46.0,44.0,49.0,51.0,46.0,41.0,47
1667,52.0,47.0,44.0,48.0,51.0,46.0,41.0,46
1668,53.0,47.0,44.0,48.0,50.0,46.0,42.0,48
1669,54.0,46.0,45.0,48.0,51.0,47.0,42.0,48
1670,53.0,47.0,47.0,57.0,52.0,48.0,42.0,55
1671,53.0,46.0,45.0,68.0,53.0,48.0,41.0,57
1672,54.0,46.0,44.0,60.0,54.0,47.0,42.0,58
1673,51.0,47.0,43.0,53.0,55.0,48.0,42.0,57
1674,50.0,48.0,44.0,50.0,54.0,47.0,42.0,65
1675,49.0,49.0,44.0,48.0,53.0,48.0,41.0,69
1676,50.0,50.0,44.0,46.0,52.0,48.0,41.0,68
1677,51.0,59.0,44.0,46.0,53.0,47.0,41.0,65
1678,50.0,74.0,43.0,45.0,53.0,47.0,41.0,59
1679,51.0,76.0,42.0,46.0,54.0,48.0,41.0,57
1680,50.0,69.0,43.0,46.0,54.0,47.0,42.0,54
1681,48.0,65.0,44.0,47.0,54.0,48.0,42.0,51
1682,47.0,57.0,44.0,47.0,54.0,49.0,43.0,50
1683,48.0,51.0,44.0,48.0,55.0,48.0,43.0,50
1684,50.0,50.0,43.0,48.0,56.0,47.0,43.0,49
1685,51.0,48.0,44.0,50.0,55.0,48.0,42.0,50
1686,50.0,46.0,48.0,64.0,55.0,49.0,41.0,49
1687,49.0,46.0,49.0,65.0,54.0,48.0,41.0,48
1688,48.0,45.0,47.0,57.0,53.0,47.0,41.0,49
1689,47.0,45.0,46.0,53.0,53.0,46.0,40.0,50
1690,46.0,43.0,45.0,50.0,54.0,47.0,40.0,52
1691,47.0,42.0,44.0,47.0,55.0,47.0,40.0,53
1692,48.0,42.0,44.0,46.0,55.0,48.0,40.0,52
1693,47.0,43.0,44.0,45.0,53.0,47.0,40.0,51
1694,49.0,46.0,43.0,44.0,53.0,47.0,40.0,50
1695,49.0,47.0,44.0,45.0,53.0,46.0,40.0,51
1696,50.0,45.0,45.0,46.0,50.0,47.0,39.0,52
1697,49.0,44.0,44.0,45.0,51.0,46.0,39.0,51
1698,48.0,44.0,44.0,46.0,52.0,46.0,40.0,50
1699,49.0,43.0,44.0,46.0,53.0,55.0,40.0,51
1700,50.0,43.0,44.0,46.0,53.0,61.0,39.0,50
1701,51.0,42.0,44.0,46.0,53.0,59.0,39.0,49
1702,50.0,43.0,44.0,47.0,54.0,57.0,40.0,49
1703,49.0,45.0,43.0,47.0,53.0,54.0,40.0,50
1704,50.0,46.0,44.0,48.0,54.0,54.0,40.0,50
1705,49.0,45.0,46.0,47.0,55.0,50.0,40.0,49
1706,50.0,46.0,47.0,46.0,54.0,48.0,40.0,50
1707,50.0,46.0,48.0,47.0,55.0,46.0,40.0,49
1708,48.0,47.0,50.0,46.0,54.0,46.0,40.0,50
1709,48.0,50.0,62.0,45.0,54.0,48.0,42.0,52
1710,50.0,48.0,65.0,46.0,55.0,49.0,42.0,56
1711,50.0,47.0,63.0,47.0,56.0,49.0,41.0,51
1712,51.0,46.0,62.0,48.0,55.0,50.0,42.0,49
1713,49.0,45.0,63.0,47.0,53.0,51.0,42.0,50
1714,49.0,44.0,65.0,46.0,53.0,49.0,41.0,49
1715,48.0,43.0,63.0,45.0,52.0,47.0,41.0,48
1716,49.0,44.0,62.0,45.0,53.0,48.0,40.0,47
1717,51.0,45.0,61.0,46.0,54.0,47.0,40.0,48
1718,52.0,44.0,58.0,45.0,57.0,47.0,40.0,56
1719,51.0,46.0,56.0,46.0,70.0,49.0,40.0,57
1720,50.0,49.0,54.0,46.0,73.0,48.0,40.0,53
1721,49.0,49.0,53.0,47.0,70.0,47.0,40.0,48
1722,49.0,48.0,51.0,46.0,67.0,46.0,50.0,47
1723,48.0,46.0,50.0,46.0,64.0,47.0,63.0,46
1724,49.0,45.0,48.0,45.0,55.0,46.0,62.0,46
1725,50.0,46.0,47.0,46.0,52.0,47.0,56.0,47
1726,49.0,47.0,45.0,45.0,53.0,47.0,54.0,48
1727,48.0,47.0,46.0,46.0,52.0,46.0,49.0,49
1728,47.0,47.0,45.0,45.0,48.0,47.0,48.0,48
1729,48.0,46.0,46.0,46.0,47.0,47.0,49.0,48
1730,49.0,45.0,45.0,46.0,46.0,47.0,49.0,48
1731,50.0,45.0,46.0,47.0,48.0,48.0,48.0,47
1732,51.0,44.0,46.0,46.0,50.0,48.0,47.0,47
1733,52.0,46.0,45.0,47.0,52.0,49.0,46.0,49
1734,50.0,46.0,44.0,48.0,51.0,48.0,45.0,49
1735,47.0,45.0,44.0,47.0,50.0,47.0,43.0,48
1736,47.0,44.0,43.0,46.0,51.0,46.0,43.0,47
1737,47.0,46.0,45.0,51.0,50.0,46.0,42.0,48
1738,48.0,45.0,46.0,55.0,49.0,47.0,42.0,50
1739,48.0,46.0,47.0,58.0,48.0,48.0,41.0,51
1740,49.0,45.0,46.0,54.0,49.0,49.0,41.0,49
1741,50.0,44.0,45.0,51.0,50.0,48.0,41.0,48
1742,48.0,43.0,44.0,50.0,51.0,47.0,40.0,49
1743,49.0,43.0,43.0,48.0,50.0,48.0,40.0,49
1744,50.0,47.0,45.0,47.0,51.0,51.0,40.0,48
1745,51.0,48.0,46.0,45.0,52.0,49.0,40.0,49
1746,52.0,46.0,45.0,45.0,51.0,48.0,40.0,48
1747,49.0,47.0,45.0,45.0,50.0,47.0,40.0,49
1748,47.0,48.0,44.0,46.0,49.0,48.0,40.0,50
1749,45.0,47.0,45.0,46.0,50.0,48.0,42.0,50
1750,45.0,46.0,46.0,46.0,51.0,49.0,44.0,50
1751,47.0,45.0,45.0,46.0,50.0,47.0,43.0,51
1752,48.0,46.0,45.0,48.0,50.0,47.0,43.0,52
1753,47.0,46.0,45.0,47.0,50.0,46.0,42.0,53
1754,48.0,47.0,44.0,47.0,49.0,47.0,42.0,53
1755,49.0,46.0,45.0,46.0,50.0,48.0,41.0,52
1756,48.0,45.0,45.0,45.0,50.0,48.0,41.0,51
1757,47.0,44.0,46.0,44.0,51.0,53.0,41.0,50
1758,48.0,45.0,46.0,45.0,50.0,49.0,40.0,50
1759,46.0,45.0,45.0,46.0,49.0,47.0,40.0,49
1760,46.0,46.0,44.0,46.0,48.0,46.0,40.0,50
1761,48.0,47.0,45.0,50.0,47.0,45.0,39.0,51
1762,48.0,46.0,45.0,53.0,48.0,44.0,39.0,52
1763,47.0,45.0,44.0,62.0,49.0,44.0,40.0,51
1764,46.0,44.0,44.0,68.0,49.0,45.0,41.0,50
1765,47.0,43.0,48.0,68.0,50.0,46.0,42.0,49
1766,48.0,44.0,50.0,67.0,49.0,46.0,42.0,50
1767,47.0,45.0,51.0,66.0,50.0,47.0,42.0,49
1768,46.0,46.0,60.0,64.0,49.0,46.0,55.0,49
1769,46.0,45.0,66.0,63.0,48.0,46.0,56.0,49
1770,47.0,44.0,65.0,61.0,49.0,47.0,53.0,48
1771,51.0,43.0,65.0,51.0,49.0,46.0,49.0,49
1772,54.0,42.0,65.0,47.0,50.0,46.0,48.0,50
1773,52.0,41.0,64.0,46.0,51.0,45.0,47.0,50
1774,53.0,41.0,63.0,46.0,50.0,46.0,46.0,53
1775,53.0,41.0,61.0,46.0,46.0,47.0,44.0,52
1776,48.0,43.0,60.0,47.0,46.0,47.0,43.0,51
1777,44.0,45.0,59.0,47.0,47.0,48.0,42.0,50
1778,45.0,44.0,57.0,47.0,50.0,47.0,42.0,49
1779,47.0,43.0,56.0,48.0,50.0,46.0,41.0,49
1780,49.0,43.0,54.0,46.0,49.0,47.0,41.0,48
1781,49.0,44.0,51.0,47.0,48.0,48.0,40.0,47
1782,48.0,46.0,48.0,49.0,48.0,47.0,40.0,46
1783,49.0,47.0,46.0,47.0,48.0,46.0,40.0,47
1784,48.0,46.0,45.0,46.0,48.0,46.0,40.0,48
1785,49.0,45.0,44.0,47.0,49.0,47.0,40.0,49
1786,50.0,44.0,45.0,48.0,51.0,48.0,41.0,50
1787,48.0,45.0,44.0,48.0,51.0,49.0,41.0,51
1788,48.0,46.0,43.0,45.0,50.0,50.0,41.0,51
1789,47.0,46.0,43.0,46.0,49.0,48.0,41.0,50
1790,46.0,45.0,44.0,47.0,48.0,47.0,41.0,51
1791,46.0,44.0,44.0,46.0,49.0,47.0,40.0,50
1792,46.0,44.0,43.0,46.0,49.0,46.0,40.0,49
1793,47.0,43.0,43.0,46.0,50.0,47.0,40.0,48
1794,46.0,46.0,44.0,46.0,49.0,46.0,40.0,48
1795,47.0,48.0,44.0,45.0,49.0,47.0,40.0,47
1796,48.0,47.0,45.0,46.0,50.0,46.0,40.0,48
1797,47.0,47.0,44.0,47.0,48.0,48.0,39.0,49
1798,47.0,47.0,43.0,46.0,47.0,51.0,41.0,48
1799,47.0,46.0,43.0,45.0,48.0,50.0,41.0,47
1800,46.0,47.0,44.0,45.0,48.0,49.0,41.0,50
1801,48.0,48.0,43.0,47.0,50.0,48.0,41.0,51
1802,47.0,47.0,43.0,46.0,50.0,46.0,40.0,50
1803,47.0,46.0,44.0,47.0,51.0,47.0,41.0,50
1804,46.0,45.0,45.0,47.0,49.0,46.0,41.0,51
1805,46.0,46.0,44.0,46.0,49.0,47.0,41.0,52
1806,47.0,45.0,44.0,46.0,50.0,47.0,41.0,52
1807,47.0,45.0,46.0,47.0,51.0,47.0,40.0,51
1808,46.0,45.0,45.0,46.0,50.0,47.0,41.0,48
1809,47.0,44.0,44.0,46.0,48.0,47.0,42.0,49
1810,47.0,47.0,47.0,45.0,49.0,48.0,42.0,49
1811,47.0,46.0,48.0,46.0,50.0,48.0,41.0,48
1812,48.0,45.0,47.0,46.0,49.0,47.0,41.0,48
1813,46.0,47.0,46.0,45.0,48.0,46.0,41.0,49
1814,46.0,46.0,45.0,46.0,49.0,46.0,41.0,50
1815,47.0,45.0,44.0,47.0,50.0,48.0,42.0,51
1816,47.0,44.0,43.0,46.0,50.0,48.0,42.0,50
1817,47.0,45.0,42.0,45.0,50.0,49.0,42.0,49
1818,46.0,47.0,42.0,45.0,49.0,47.0,41.0,50
1819,47.0,48.0,43.0,46.0,50.0,46.0,41.0,51
1820,48.0,49.0,44.0,45.0,51.0,46.0,40.0,50
1821,47.0,50.0,44.0,46.0,50.0,48.0,40.0,51
1822,47.0,49.0,45.0,45.0,48.0,47.0,40.0,49
1823,46.0,48.0,44.0,46.0,47.0,47.0,41.0,50
1824,45.0,47.0,44.0,47.0,49.0,47.0,42.0,49
1825,46.0,46.0,44.0,47.0,51.0,47.0,42.0,49
1826,47.0,45.0,45.0,47.0,54.0,47.0,41.0,49
1827,48.0,44.0,45.0,46.0,68.0,46.0,41.0,50
1828,48.0,43.0,44.0,45.0,70.0,47.0,41.0,51
1829,46.0,43.0,44.0,45.0,68.0,47.0,40.0,49
1830,45.0,43.0,45.0,46.0,63.0,46.0,41.0,48
1831,46.0,44.0,46.0,45.0,57.0,45.0,42.0,49
1832,46.0,45.0,45.0,48.0,54.0,46.0,41.0,46
1833,46.0,45.0,44.0,50.0,51.0,47.0,41.0,45
1834,47.0,45.0,44.0,52.0,54.0,48.0,41.0,44
1835,47.0,45.0,43.0,55.0,51.0,47.0,40.0,45
1836,47.0,44.0,44.0,53.0,46.0,46.0,40.0,46
1837,46.0,45.0,45.0,50.0,47.0,47.0,40.0,48
1838,46.0,46.0,44.0,48.0,48.0,48.0,39.0,49
1839,45.0,45.0,45.0,47.0,51.0,47.0,39.0,50
1840,46.0,45.0,44.0,47.0,52.0,46.0,42.0,49
1841,47.0,48.0,44.0,45.0,51.0,47.0,41.0,48
1842,48.0,52.0,43.0,46.0,50.0,46.0,41.0,49
1843,47.0,53.0,44.0,47.0,50.0,45.0,40.0,49
1844,45.0,52.0,45.0,47.0,50.0,46.0,43.0,50
1845,46.0,51.0,44.0,46.0,50.0,47.0,44.0,49
1846,46.0,50.0,43.0,45.0,50.0,46.0,53.0,48
1847,45.0,48.0,44.0,46.0,50.0,45.0,64.0,49
1848,46.0,45.0,45.0,47.0,51.0,46.0,66.0,49
1849,47.0,44.0,44.0,47.0,53.0,48.0,67.0,48
1850,46.0,43.0,44.0,46.0,53.0,49.0,67.0,49
1851,46.0,43.0,43.0,47.0,51.0,47.0,66.0,50
1852,47.0,43.0,43.0,46.0,51.0,46.0,64.0,49
1853,47.0,43.0,44.0,45.0,52.0,45.0,61.0,48
1854,46.0,43.0,44.0,47.0,53.0,46.0,61.0,49
1855,46.0,44.0,45.0,47.0,52.0,45.0,60.0,50
1856,46.0,45.0,44.0,46.0,51.0,46.0,58.0,50
1857,47.0,44.0,44.0,47.0,50.0,47.0,56.0,49
1858,46.0,44.0,45.0,46.0,51.0,46.0,52.0,49
1859,45.0,44.0,46.0,45.0,50.0,47.0,51.0,48
1860,46.0,44.0,45.0,46.0,51.0,47.0,50.0,48
1861,48.0,44.0,44.0,47.0,52.0,48.0,49.0,49
1862,52.0,46.0,44.0,45.0,53.0,46.0,48.0,48
1863,48.0,47.0,43.0,45.0,52.0,47.0,47.0,49
1864,45.0,46.0,43.0,47.0,51.0,46.0,46.0,49
1865,46.0,45.0,44.0,46.0,52.0,46.0,45.0,49
1866,47.0,44.0,44.0,47.0,53.0,46.0,43.0,50
1867,47.0,43.0,43.0,46.0,52.0,46.0,43.0,49
1868,46.0,42.0,44.0,47.0,53.0,46.0,42.0,51
1869,46.0,42.0,43.0,47.0,52.0,46.0,42.0,48
1870,47.0,44.0,44.0,46.0,51.0,46.0,42.0,49
1871,48.0,45.0,43.0,47.0,52.0,45.0,41.0,48
1872,47.0,46.0,43.0,46.0,51.0,46.0,42.0,47
1873,46.0,45.0,43.0,47.0,52.0,47.0,42.0,48
1874,45.0,44.0,44.0,48.0,53.0,46.0,41.0,49
1875,46.0,44.0,46.0,47.0,54.0,46.0,42.0,50
1876,47.0,43.0,47.0,46.0,53.0,47.0,42.0,49
1877,46.0,44.0,46.0,46.0,52.0,47.0,43.0,49
1878,46.0,44.0,45.0,45.0,51.0,47.0,42.0,50
1879,48.0,44.0,44.0,46.0,51.0,48.0,42.0,48
1880,49.0,44.0,43.0,45.0,52.0,47.0,41.0,47
1881,46.0,43.0,43.0,46.0,51.0,46.0,42.0,48
1882,45.0,44.0,43.0,46.0,50.0,47.0,41.0,49
1883,47.0,44.0,44.0,47.0,51.0,47.0,41.0,49
1884,46.0,45.0,44.0,49.0,52.0,48.0,41.0,50
1885,45.0,45.0,44.0,48.0,53.0,47.0,41.0,48
1886,45.0,45.0,43.0,49.0,52.0,46.0,44.0,47
1887,46.0,45.0,43.0,48.0,51.0,45.0,45.0,47
1888,45.0,44.0,44.0,46.0,52.0,46.0,44.0,49
1889,47.0,43.0,43.0,45.0,53.0,47.0,43.0,48
1890,47.0,44.0,44.0,46.0,52.0,46.0,44.0,47
1891,47.0,44.0,45.0,45.0,52.0,47.0,45.0,46
1892,46.0,44.0,44.0,44.0,53.0,46.0,44.0,45
1893,45.0,44.0,46.0,45.0,51.0,46.0,43.0,47
1894,46.0,43.0,45.0,46.0,50.0,47.0,41.0,48
1895,47.0,43.0,44.0,45.0,51.0,46.0,42.0,49
1896,46.0,44.0,43.0,46.0,52.0,46.0,43.0,50
1897,48.0,45.0,44.0,47.0,52.0,46.0,42.0,51
1898,47.0,44.0,43.0,46.0,51.0,47.0,42.0,50
1899,46.0,44.0,43.0,45.0,51.0,48.0,41.0,50
1900,47.0,43.0,43.0,46.0,53.0,47.0,41.0,49
1901,45.0,43.0,45.0,45.0,52.0,46.0,41.0,48
1902,46.0,44.0,44.0,46.0,51.0,45.0,42.0,48
1903,45.0,45.0,43.0,45.0,52.0,46.0,43.0,48
1904,46.0,44.0,44.0,45.0,51.0,48.0,42.0,49
1905,46.0,44.0,45.0,45.0,52.0,47.0,43.0,49
1906,47.0,44.0,44.0,46.0,53.0,45.0,43.0,46
1907,47.0,45.0,45.0,46.0,54.0,46.0,42.0,45
1908,46.0,45.0,44.0,46.0,52.0,47.0,42.0,46
1909,48.0,45.0,44.0,47.0,51.0,46.0,41.0,47
1910,46.0,44.0,45.0,47.0,52.0,46.0,42.0,48
1911,44.0,45.0,46.0,47.0,53.0,45.0,42.0,49
1912,43.0,44.0,45.0,47.0,54.0,46.0,41.0,48
1913,44.0,44.0,44.0,48.0,53.0,46.0,41.0,49
1914,46.0,43.0,44.0,48.0,52.0,45.0,42.0,49
1915,47.0,43.0,46.0,50.0,53.0,46.0,43.0,49
1916,47.0,42.0,50.0,67.0,54.0,46.0,42.0,47
1917,46.0,42.0,52.0,70.0,57.0,48.0,42.0,48
1918,45.0,42.0,51.0,72.0,58.0,47.0,41.0,49
1919,46.0,44.0,48.0,77.0,55.0,46.0,43.0,48
1920,47.0,45.0,47.0,75.0,52.0,46.0,44.0,49
1921,47.0,44.0,46.0,66.0,51.0,46.0,43.0,48
1922,46.0,44.0,46.0,61.0,53.0,45.0,43.0,47
1923,47.0,44.0,48.0,57.0,56.0,46.0,42.0,47
1924,47.0,45.0,54.0,57.0,57.0,47.0,42.0,48
1925,48.0,44.0,53.0,57.0,58.0,46.0,41.0,49
1926,47.0,43.0,51.0,59.0,61.0,45.0,42.0,48
1927,46.0,43.0,50.0,64.0,58.0,45.0,42.0,48
1928,45.0,43.0,48.0,63.0,55.0,45.0,42.0,50
1929,46.0,43.0,47.0,62.0,53.0,45.0,43.0,49
1930,47.0,42.0,47.0,60.0,52.0,46.0,42.0,48
1931,47.0,42.0,48.0,60.0,53.0,47.0,43.0,49
1932,46.0,43.0,48.0,59.0,52.0,46.0,43.0,48
1933,45.0,43.0,46.0,53.0,53.0,45.0,42.0,49
1934,46.0,43.0,45.0,52.0,54.0,46.0,44.0,48
1935,47.0,44.0,46.0,54.0,55.0,47.0,47.0,47
1936,48.0,43.0,45.0,54.0,65.0,48.0,63.0,46
1937,50.0,42.0,45.0,53.0,68.0,47.0,66.0,47
1938,48.0,43.0,44.0,51.0,65.0,46.0,63.0,48
1939,44.0,44.0,44.0,48.0,57.0,47.0,56.0,49
1940,44.0,43.0,43.0,46.0,56.0,47.0,49.0,48
1941,45.0,44.0,42.0,46.0,51.0,52.0,48.0,49
1942,46.0,43.0,42.0,46.0,46.0,53.0,47.0,48
1943,46.0,43.0,44.0,47.0,47.0,54.0,46.0,47
1944,44.0,42.0,45.0,49.0,46.0,56.0,44.0,48
1945,46.0,43.0,46.0,48.0,48.0,59.0,43.0,49
1946,47.0,42.0,45.0,46.0,49.0,56.0,43.0,50
1947,46.0,43.0,45.0,46.0,47.0,49.0,42.0,49
1948,46.0,45.0,44.0,47.0,49.0,48.0,42.0,48
1949,47.0,44.0,44.0,46.0,51.0,46.0,41.0,47
1950,48.0,44.0,43.0,45.0,53.0,45.0,41.0,47
1951,47.0,46.0,44.0,44.0,51.0,44.0,42.0,49
1952,46.0,45.0,45.0,43.0,48.0,43.0,43.0,48
1953,47.0,44.0,46.0,44.0,48.0,42.0,43.0,49
1954,47.0,43.0,45.0,45.0,51.0,43.0,42.0,48
1955,46.0,43.0,44.0,44.0,54.0,46.0,42.0,47
1956,46.0,42.0,45.0,45.0,53.0,46.0,41.0,48
1957,46.0,42.0,46.0,45.0,50.0,45.0,41.0,49
1958,47.0,42.0,45.0,44.0,49.0,46.0,41.0,49
1959,48.0,42.0,46.0,43.0,50.0,45.0,41.0,50
1960,47.0,43.0,45.0,43.0,51.0,44.0,40.0,49
1961,45.0,44.0,44.0,44.0,50.0,45.0,40.0,48
1962,45.0,43.0,44.0,45.0,51.0,46.0,41.0,48
1963,47.0,42.0,43.0,46.0,53.0,45.0,42.0,48
1964,48.0,43.0,44.0,45.0,51.0,44.0,41.0,49
1965,49.0,43.0,45.0,45.0,50.0,45.0,41.0,50
1966,48.0,42.0,45.0,44.0,49.0,44.0,40.0,49
1967,46.0,42.0,44.0,44.0,48.0,45.0,40.0,48
1968,46.0,43.0,45.0,45.0,50.0,48.0,41.0,48
1969,46.0,44.0,47.0,44.0,50.0,50.0,41.0,47
1970,46.0,43.0,49.0,43.0,49.0,49.0,41.0,48
1971,47.0,47.0,47.0,44.0,51.0,48.0,44.0,49
1972,49.0,48.0,46.0,45.0,50.0,47.0,45.0,48
1973,48.0,50.0,45.0,48.0,51.0,46.0,44.0,49
1974,46.0,63.0,44.0,47.0,50.0,45.0,44.0,48
1975,45.0,67.0,47.0,46.0,48.0,45.0,43.0,49
1976,45.0,65.0,48.0,46.0,50.0,46.0,43.0,48
1977,47.0,63.0,47.0,46.0,50.0,48.0,42.0,48
1978,48.0,60.0,45.0,45.0,51.0,50.0,42.0,49
1979,47.0,57.0,44.0,45.0,53.0,54.0,42.0,48
1980,49.0,54.0,45.0,44.0,51.0,59.0,41.0,49
1981,47.0,49.0,46.0,43.0,50.0,56.0,41.0,48
1982,46.0,48.0,46.0,44.0,51.0,52.0,42.0,47
1983,47.0,47.0,45.0,44.0,52.0,50.0,43.0,47
1984,48.0,47.0,46.0,43.0,53.0,49.0,42.0,48
1985,47.0,46.0,47.0,45.0,51.0,48.0,42.0,49
1986,46.0,45.0,46.0,48.0,51.0,46.0,41.0,48
1987,45.0,48.0,45.0,47.0,50.0,45.0,41.0,47
1988,46.0,47.0,44.0,46.0,50.0,46.0,40.0,48
1989,47.0,45.0,44.0,45.0,49.0,45.0,40.0,49
1990,48.0,47.0,44.0,44.0,49.0,46.0,40.0,49
1991,46.0,49.0,44.0,45.0,50.0,47.0,39.0,46
1992,47.0,56.0,44.0,46.0,51.0,46.0,39.0,47
1993,48.0,57.0,44.0,45.0,49.0,47.0,39.0,48
1994,49.0,53.0,44.0,44.0,51.0,46.0,39.0,48
1995,48.0,52.0,44.0,44.0,50.0,45.0,41.0,49
1996,47.0,54.0,46.0,45.0,49.0,46.0,42.0,50
1997,47.0,53.0,45.0,44.0,50.0,47.0,41.0,49
1998,48.0,52.0,44.0,43.0,51.0,49.0,41.0,48
1999,46.0,49.0,44.0,43.0,52.0,48.0,41.0,49
2000,45.0,45.0,43.0,43.0,51.0,47.0,41.0,47
2001,46.0,44.0,43.0,43.0,50.0,46.0,41.0,46
2002,47.0,43.0,45.0,44.0,50.0,46.0,41.0,47
2003,46.0,46.0,47.0,44.0,52.0,47.0,40.0,48
2004,48.0,47.0,46.0,44.0,51.0,46.0,41.0,48
2005,49.0,46.0,45.0,44.0,52.0,47.0,40.0,47
2006,48.0,45.0,44.0,44.0,51.0,46.0,40.0,48
2007,47.0,44.0,43.0,44.0,52.0,45.0,40.0,49
2008,46.0,44.0,44.0,43.0,54.0,44.0,40.0,48
2009,46.0,44.0,44.0,44.0,55.0,43.0,39.0,48
2010,47.0,45.0,43.0,45.0,52.0,44.0,40.0,49
2011,46.0,44.0,43.0,44.0,50.0,45.0,40.0,50
2012,45.0,43.0,44.0,43.0,50.0,46.0,41.0,48
2013,46.0,44.0,45.0,43.0,52.0,45.0,42.0,46
2014,47.0,46.0,44.0,44.0,50.0,46.0,41.0,45
2015,46.0,45.0,43.0,45.0,51.0,47.0,41.0,46
2016,48.0,45.0,44.0,44.0,52.0,46.0,45.0,49
2017,47.0,46.0,46.0,45.0,57.0,45.0,46.0,48
2018,46.0,45.0,44.0,46.0,67.0,45.0,46.0,48
2019,46.0,45.0,44.0,45.0,66.0,46.0,45.0,47
2020,44.0,45.0,45.0,44.0,66.0,49.0,43.0,47
2021,43.0,47.0,45.0,45.0,68.0,50.0,42.0,48
2022,45.0,47.0,45.0,44.0,67.0,47.0,42.0,47
